Principle_1,Principle_2,Principle_3,Principle_4,Principle_5,Principle_6,Principle_7,Principle_8,Principle_9,Principle_10
10.727993993251317,10.498284676982243,9.29856883582183,9.252547148665249,10.394396005668922,9.97646620295156,10.156682917720444,10.436076377220681,10.150572291056479,9.108411550661273
10.163393999083516,9.156820023801219,10.334487700993769,8.96143672500701,10.82939959202796,9.550442083700952,10.243327707901594,10.323996655518394,11.18820146910971,9.248494042855873
10.033807520771267,10.569522223955019,9.662491988489972,7.876699331986463,11.506160850441306,9.663437552596706,10.898118554571631,9.738971717243384,10.633402334696413,9.417387925247837
9.987001842895411,11.409702853716421,9.475078691486395,8.395896841115007,11.343433083374606,8.54297211410045,10.439073093962445,9.907366581431607,10.509789381728362,9.989685516189294
10.385886162076439,10.515912544204273,9.209805389344936,9.415759350312706,10.781785094278742,9.579213961220516,10.11723759248133,10.572582414267808,10.129966466155146,9.291851025658104
9.792246751095053,9.507425095332414,9.643722870858143,8.843254921314776,11.249965831069687,9.85332453803826,10.420689627894856,10.483933131732982,10.612339752111552,9.593097480552276
9.69894348742932,11.309607203622667,9.276822825336986,7.338902972570301,11.372654455241523,9.836954589042648,10.600271575907248,10.392819484068095,10.306848425761338,9.866174981019874
9.853925550976637,9.968900369270782,9.704707231814877,7.820998452397203,11.232748462806496,10.34618762483466,10.676737592166168,10.216228694548112,10.39651062916229,9.783055392022774
10.456353236030742,8.541237920657764,10.49793332334664,9.909918043126323,10.122522311395443,10.095709536847014,9.513734628183117,10.48975220509362,10.673537851327872,9.699300943991467
10.172691972908984,9.023546735038783,10.583771089893508,9.866884214647278,10.416626444780654,9.528680383364241,9.910422392243385,10.430325003393582,10.18867331327904,9.878378450450546
10.006330893235171,10.447911262377465,9.213298264762647,8.24117709578854,11.16907284901881,10.241376602604765,10.071639073361196,10.44773449961693,10.89000798776112,9.271451471473355
10.006330893235171,10.447911262377465,9.213298264762647,8.24117709578854,11.16907284901881,10.241376602604765,10.071639073361196,10.44773449961693,10.89000798776112,9.271451471473355
9.761289222605583,9.798644531492199,9.62556548242874,8.198054331880014,11.044780026373715,10.270364833100144,10.600844347785152,10.557982967709627,10.656614812372347,9.485859444252478
10.432793417875981,9.593612457367188,9.61087079826992,8.535440802609234,10.997572714162347,9.71471323557361,11.230405095964642,10.381142932453107,10.204366768153124,9.299081777570848
10.508600743646006,10.549714860690768,9.590360379033596,9.639075849429442,10.287358504290061,9.909157449402453,9.446330196365633,10.239524031022919,10.835131316935248,8.994746669183872
9.857604628832988,12.91027959901781,9.323449943235563,7.618522195937641,10.891982538383676,9.045157569738366,10.704534799438866,9.779449051183319,10.95247755056981,8.916542123661964
10.023066694115792,10.1704142692792,9.397913638217279,8.970025308189983,10.76528183631011,9.96483768333796,9.922362114948639,10.735624291755098,10.301074445442698,9.749399718403238
10.620526071808861,10.819633997855954,9.188511923980998,8.158201009360628,10.716452844517063,10.233284015678194,10.456178147298786,9.98549795939149,10.580062835945876,9.241651194162149
9.737030444823326,9.199648125327863,10.308367613792162,8.28339703663056,11.207702445746861,9.669926675528366,10.366806192789896,10.163951632946143,10.739992951297936,10.323176881116886
10.088508706629211,9.82576747386088,9.867715016372818,8.952511285972749,10.641494690226777,9.372522281299263,10.7733541021275,10.489198636433574,10.40373426054075,9.585193546536479
10.34417353985406,10.078568018637668,9.149568935433592,8.612768944930398,11.086322463781164,10.383853715435828,9.869070587676958,10.5376548555287,10.767275380443957,9.170743558277676
9.637264978793228,8.985468702225283,10.704269655224298,9.346646630800857,11.08528867340861,9.311908422195673,9.863823632094396,10.572558438135655,10.19711463209446,10.295656235027542
