Principle_1,Principle_2,Principle_3,Principle_4,Principle_5,Principle_6,Principle_7,Principle_8,Principle_9,Principle_10
9.567009651436447,10.152115278272118,10.051662415843875,8.32968465028832,10.81777452917553,9.494042515144002,10.759176210516406,10.206570470947744,10.564738818765258,10.0572254596103
9.845307992528852,8.660570102505998,10.719022512059016,10.043541743612519,10.653901615554243,9.218820722106672,9.769457533693892,10.665156623363034,10.42460132983382,9.999619824741954
10.19666523468793,9.290294856524058,9.588849006660599,9.362188461803617,10.710843756311183,10.107076759256042,10.033445536310742,10.751814540462782,10.399312615471576,9.55950923251147
10.690004761203957,8.825650162088202,10.275886636733384,9.381510191561878,10.3605851201495,9.777757216192644,9.748365684800877,10.895059350811682,10.689002524890178,9.3561783515677
10.251869996743574,9.182491519209806,9.889257026763087,8.724396188540165,10.554396920254995,10.201570245439797,10.029519154311295,10.54320935819858,11.068862422366427,9.554427168172273
10.113616898524697,9.56195427280393,9.80329000465496,8.931100592734904,11.069991649089731,9.745500006953558,10.316371960286673,10.129255861300303,10.937472546782496,9.39144620686875
10.294886764762323,9.518307719537209,9.501511071659502,8.699958823431562,10.819346815075932,10.254139085001244,10.685728052936224,10.033848187470872,10.919272994138108,9.273000485987026
10.364388322432387,9.312456849753865,9.69336198498579,9.259237141703927,10.637953012630698,10.16887515826059,9.708215055023578,10.827829056588403,10.574607054244025,9.453076364376741
10.275232748654153,10.72944267950527,8.70556434018724,7.705211912357335,11.918019342370277,9.882499750097768,10.500996382945553,10.789871389667848,9.901774347854364,9.591387106360196
10.757407182306224,8.8077485678483,9.52658830008851,8.61496942411685,10.10966319227581,11.752843599171605,10.279507961616101,10.13033168212203,10.198107436983898,9.822832653470671
10.140747641900187,12.267565091599831,8.84247661253716,7.882943621088138,11.296024091830782,8.955847062116868,11.136408246355101,9.934226924157695,10.458592688911622,9.085168019502614
9.662861723888508,8.86563501540662,10.510076158279796,10.236326582588564,9.813553025635462,7.542395267749652,12.361652260541875,11.241128617436292,8.333321691447736,11.433049657025494
9.876908847234063,9.522414258170556,9.970733547512719,8.76000764312805,10.854293520698562,9.941916494819193,10.438747731042032,10.63585064479236,10.390541026658017,9.608586285944455
9.957626617926655,9.094829840369966,9.944219287978555,8.443149198242558,10.598805295840243,10.482910523247128,10.638049057038229,10.822919166843462,10.539294165295265,9.47819684721794
10.05239880213333,9.346789216058342,10.115558760624053,9.364338458076556,10.110019728329204,9.419387803813072,10.670742502053622,11.086307159577693,10.071310897342444,9.763146671991683
10.208805731786436,9.743561120156846,9.663065182113654,8.80140173662212,10.585621469836102,9.753030720689383,10.892880799214872,10.301351446161668,10.275220340903019,9.775061452515903
10.53397875206906,9.077559493959948,9.882009387374936,8.887854383271176,10.54710232901202,10.912109741859522,9.961761371505416,10.504754653601355,10.88303717771205,8.809832709634517
10.096888961548292,9.286812672977865,10.416952924462706,9.167900112210845,10.92163951344271,9.33905386402679,10.709766958141772,9.937499913221714,10.23459604073642,9.888889039230886
9.822034701264732,9.961192103111594,10.357962303608046,8.646173026763487,11.103070950507421,9.479263867708507,10.554926032543031,9.865569971887696,10.388022952943238,9.821784089662247
9.840556948192683,10.354784512221869,10.388228950315327,9.491623600101185,11.33123115779315,8.231307003533592,10.05294339992512,9.472822755902811,10.308232144638664,10.528269527375599
10.412462597713946,9.531059567325705,10.340822477939954,9.09948447317468,11.003277741166945,9.140125064302671,10.16498778158272,9.699185645946024,10.557271525483394,10.051323125363963
9.634914849587688,11.559900454744689,9.752095736860316,7.48488688944369,10.77143155824148,9.605985380378053,10.221858906767393,10.378766237160164,10.426026429886795,10.164133556929736
9.083648420270293,11.511658582875366,9.85495573344241,7.41159856634839,12.040711738820207,9.201372831810218,10.77450977526618,9.750418892384296,10.120403622232354,10.250721836550284
10.17351710285456,9.587057390467338,9.626181546604162,8.972288273169228,10.902333046476144,9.685348370630278,10.118454535635513,10.777034299952094,10.090618812683603,10.067166621527077
9.825192837488567,10.532427016555692,9.192304916852974,8.032720457398641,11.302099439432416,9.834588369526546,10.940627451159234,10.529772126051999,10.03323639790119,9.777030987632745
10.643771535317216,10.320744577109084,9.206682080846873,9.245534376115764,10.640536591253642,10.049028717554481,10.239508343953691,10.18915580985937,10.570431202997423,8.894606764992455
10.206366106778159,10.207222279376273,9.5824100526238,9.109460480148423,10.576321444786393,9.767945130109041,9.985826971734763,10.510543829566647,10.870613489749607,9.183290215126895
